6447113|91,99
6305544|19,88
6492144|,59
0041493|10,99
0065181|39,99
6524174|59,99
5092069|64,99
6528203|34,99
6526767|93,99
0064340|3,29
6505320|29,99
6458586|48,99
0005756|14,49
0041276|27,99
0041999|8,99
6294805|4,79
6520445|,69
6447256|3,39
6408298|39,99
6338024|51,99
6529886|105,99
6408231|39,99
6531230|54,99
6528491|4,99
0427369|14,98
6408223|33,99
6493670|5,19
6497056|129,99
6378970|74,98
6410005|11,49
6504393|4,49
5165485|4,69
0065185|49,99
0034611|5,98
0449397|49,99
6523787|1,99
6520753|18,99
6521518|7,49
0427062|10,88
5141619|44,99
0017024|6,49
0427138|19,99
5151253|16,99
0004670|9,9
6499257|2,98
6436968|1,99
6507357|69,99
6510008|2,19
6498219|5,19
0022178|5,99
6514602|5,99
5285473|30
6484712|25,99
6375117|4,99
0041641|12,88
5128236|5,19
6486048|3,99
6495152|36,99
6516110|13,99
6488624|13,99
6408256|49,98
6451168|11,99
6495964|275,99
0004364|11,99
6525260|,49
6455719|49,99
6182372|27,98
6500645|,44
0042442|4,19
6497672|39,99
5260245|54,99
6531246|23,99
6511303|2,19
6378442|6,99
0571430|69,99
0442699|22,99
0041400|73,99
6474088|2,59
0042046|13,99
6525258|,49
0044321|8,99
6508648|79,99
0041238|5,4
0038729|14,99
6375141|8,88
0004352|39,9
6454593|23,99
0445726|54,99
0041433|27,99
6100291|58,99
6529244|39,99
6520429|32,99
6497054|104,99
6527740|36,99
6372362|1,3
6478775|6,89
6509665|45,99
5288816|2,19
5170261|69,99
6474976|16,99
6495151|48,98
6285233|73,99
6482395|19,99
0004510|59,9
0041681|88,98
6478026|109,99
0691865|5,99
6531450|24,99
6487569|,46
6489843|2,99
6496724|9,98
0015131|4,89
6477820|129,99
0441287|1,59
0065180|59,99
6508647|98,98
6482120|8,99
0005003|23,99
0064499|7,59
0061091|3,98
6509400|,46
6493110|125,99
6512801|1,89
0650796|2,99
5233283|2,29
5119995|3,59
6529891|12,99
0041666|89,98
6363618|2,69
0004310|52,99
5155125|20
0041229|27,99
6502176|6,98
6494062|7,99
0041491|7,99
0004308|55,99
6520578|32,99
6465270|49,98
0004516|16,99
0042106|46,99
6508838|47,99
6504403|2,38
0004659|17,9
6484189|8,58
0414442|38,98
0041544|4,99
0449280|12,99
6484957|4,89
0004307|56,99
6415608|55,99
6162994|39,99
6322754|47,99
6502986|6,98
6479367|3,99
6296503|5,98
0459115|3,29
0004351|34,99
0031443|11,99
0436352|4,29
6369961|52,99
0415422|23
0004309|43,99
6524975|34,99
6486203|3,99
0041359|97,99
0016794|5,69
6417851|39,99
0032318|12,99
6462139|45,99
0041348|54,99
6512580|3,89
6504443|1,69
6529888|12,99
6478593|62,99
6504389|4,49
6454485|7,99
0004317|25,99
0041770|28,98
6503721|34,99
6531049|4,89
0006098|14,49
5155131|1,3
6521905|4,59
0004501|24,9
0528505|4,69
6515620|,85
6516982|11,99
6409718|79,99
6320261|10,99
6504324|55,99
6518489|19,99
0417543|21,99
6331136|32,99
6525259|,49
0030007|24
6409981|11,99
0042558|17,99
4933198|47,99
5155133|1,3
0649269|34,99
0041590|104,99
6527057|21
6529223|7,59
0004200|44,98
6181507|11,59
6514035|4,49
0004521|39,99
6447679|3,49
6485404|5,19
6504457|2,99
0041360|6,99
6524182|45,99
6483080|109,99
6318695|5,99
6505885|7,99
5110796|6,99
5289590|21,99
6466883|32,99
6531298|5,59
4933180|138,98
5107586|12,99
6526046|59,99
6520985|73,99
0564559|69,99
6509911|69,99
6498848|1,49
6531446|1,98
0463745|11,88
6378889|41,99
6524253|6,59
6462671|49,99
0042076|5,29
0041555|69,99
6506275|39,99
6496140|6,98
6531053|11,99
6487202|16,99
6531248|23,99
6506281|63,99
6312722|6,5
5187406|29,99
6491240|22,99
6457428|22,99
5199138|23,99
6512976|4,99
6516062|137,49
6526040|6,49
6511771|7,49
6261697|4,79
6526690|129,99
6517218|68,98
6505283|29,99
6518335|3,49
6091334|6,49
6512915|14,99
6513769|2,18
6529084|115,99
0041644|5,89
6511636|10,99
6474012|6,99
6525542|23,99
6504433|45,99
6524699|8,9
6526358|18,99
6476835|59,99
6525641|12,99
6522787|13,99
6355432|10,99
6466339|29,99
0577510|10,99
6511437|16,99
6481400|4,99
6494488|14,99
6457484|6,69
6527325|2,99
6510103|12,29
6516100|39,99
6514826|14,99
