0005756|035|11
0004301|069|15,969
6472345|020|115
5208772|081|122
0017206|074|19
5259403|038|6,705
0020705|036|10
0062394|052|23
6488625|029|12
6484077|043|23
6498848|080|3
6485404|017|23
6518178|053|15
6498855|086|14
6484246|035|12
0415422|020|22
0031443|024|12
6447256|040|53
6447256|069|18
0041433|039|4,036
5155132|078|122
0042740|071|2,846
6520365|045|39
5233283|059|27
0020705|074|25
0564559|021|3,593
6527583|078|88
6320287|029|18
6527808|025|15
0528505|042|30
6494680|084|31
0041709|009|2,151
6513171|024|3,745
6485794|064|78
6493554|072|22
5290572|080|4,052
6529895|012|105
0021060|072|6
6506522|075|19
6456935|086|2,55
6522495|007|9
6512884|009|13
6523080|001|38
6408272|047|1,636
6456935|080|4,035
0020545|093|36
5207980|080|19
0017205|028|42
0041709|024|3,344
6502548|021|11
6227813|009|15
6505640|011|12
0426171|035|49
4936241|020|10,505
6484957|007|136
0020545|042|75
0611210|032|21
0017195|084|125
5155133|005|597
0571430|005|3,312
0016049|004|57
5260245|031|8,28
6408231|044|5,26
6523082|014|27
0042046|019|7,97
6322747|063|3,298
6523099|035|6
6502986|081|90
0017205|003|107
0065185|034|1,068
6523787|051|56
6528491|088|2
0042046|062|5,365
0004391|080|49,554
6478877|059|7
6505320|080|7,102
6462139|072|1,56
6524166|045|1,315
0562744|037|22
6447673|001|67
6505320|069|6,134
6388482|017|12
6375117|078|9
6496724|089|19
6447679|072|4
5155125|006|10
0436170|089|13
6509205|039|48
6490039|038|48
6408207|019|2,099
6523785|028|25
5260229|019|3,521
0027755|002|251
6527033|081|28
6523787|090|11
0427138|020|3,186
6503618|087|39
6527057|026|34
5119995|090|7
5155124|001|19
0015166|090|10
6527412|001|11
0041268|014|11
6372362|029|234
0016048|027|292
6528337|076|29
6520444|003|213
0014631|053|98
0020563|032|15
6496918|047|27
5288816|073|53
0018206|040|37
6504393|016|34
6497930|022|20
6527545|019|3
6529726|075|9
6256796|076|7
0417568|016|4,856
5155124|045|18
6485795|073|24
6498877|011|18
0064246|026|52
0004541|080|4,144
0006098|036|11,5
6493291|065|1
0005623|038|102
0043122|047|2,55
6484246|063|19
6494062|035|31
0004352|038|12,6
0414442|063|15,124
0041348|078|3,228
0564559|062|1,175
6513891|084|9
6506522|068|25
6522491|013|6
6509207|051|11
6408165|003|1,406
6512580|073|5
0041267|029|17
5233283|019|58
6524174|073|2,241
6496139|004|4
6266936|067|34
0042046|090|5,77
6495146|004|13
5119995|038|42
0650481|012|3,684
6515620|040|134
6512799|067|48
0017203|088|343
6478775|020|63
5155132|080|118
0016022|023|22
6495719|029|2
5296892|041|9
0062362|031|24
6502176|063|23
6493426|035|21
6511303|053|18
5233283|031|2
6496140|074|23
6520445|027|41
0682799|051|30
0017203|021|915
0042046|081|8,074
0005756|051|24
6153290|047|6,733
5165485|028|42
6488611|038|36
6487569|049|53
6401921|005|38
6497930|009|30
6520445|001|178
6408215|041|1,4
6531296|034|17
6035273|065|18
6496188|068|99
6447679|088|44
5155123|007|29
6512799|031|19
6494062|001|13
6516110|004|17
0611210|089|28
6454479|052|19
6452584|088|65
6493670|075|9
6472345|039|40
5092069|009|9,866
6375141|029|16
0042442|081|40
5155125|055|31
0020563|074|13
6528423|046|59
6447679|047|96
0034611|087|45
6525258|067|179
6498855|028|15
0041432|009|30,294
6492144|069|191
6525258|090|96
6266936|001|3
6451168|039|97
6524143|052|37
0427112|032|3,67
6498848|027|16
6008189|067|51
6472345|069|32
6479367|081|22
6498877|028|9
6496918|012|8
6478775|062|16
6527500|024|19
6520179|021|9,822
0022178|014|12
6489844|015|21
0064858|066|55
6520753|088|87,8
0016022|046|13
6529223|068|9
6513266|038|348
0065184|061|8,597
6496140|044|14
6498877|066|14
0064960|067|24
5092069|068|3,712
6503721|062|14
5074000|066|29
0041538|086|50
4933198|053|9,19
6474088|075|58
6516110|044|47
6408207|075|1,688
0458174|013|71
0042048|062|1,22
0045030|019|1
0027060|072|22
6489844|038|22
6484713|014|4
0020705|049|25
6529895|002|80
0414442|086|1,746
6518178|037|52
6528919|059|16
6509408|089|11
6499257|013|233
6496140|011|5
0065188|038|2,248
0644658|002|10
6266530|084|9
6520180|062|51
6497287|055|8
6487084|059|8
0017024|037|16
6474033|014|4
0032268|062|21
6475123|076|28
6528946|032|64
6510617|048|31
6498308|080|30
0445726|049|3,979
6312813|074|30
0041540|076|40
6509206|051|8
0478396|036|10
6523082|001|12
5136890|073|5,978
0041641|011|4,375
6502986|062|32
5226683|073|65
6509206|049|7
6509400|055|68
6503158|090|4
6524143|033|27
0450585|056|9,84
0436170|035|31
6527415|074|18
6485795|023|47
6378970|037|1,391
0062362|022|49
6521518|043|22
0063624|015|2
6510617|056|51
0042048|005|1,35
5074604|086|48
6482842|076|4,294
6527582|061|18
6529895|055|33
0445726|080|11,392
6320261|002|30
0016794|048|17
6505395|055|1
6529726|051|17
6527999|004|272
5260229|063|2,083
6417851|081|1,782
0562744|087|42
0042391|059|15
5155132|032|318
6460576|039|93
6484189|073|26
6509408|043|15
6529891|039|11
6452584|063|40
6449492|046|71
0415422|067|7
5263397|051|1,7
6498877|048|34
6472345|051|6
0042558|066|10,766
6527413|080|18
6256796|031|24
6457150|028|2,55
6487570|016|164
6457758|017|11
6518178|054|13
6453483|048|3,839
6503721|059|6
0041538|081|30
6529726|024|5
6524143|093|16
6499568|061|14
6484189|052|11
6506522|038|234
6510617|076|13
0042048|063|1,483
4933180|054|1,333
6492144|068|115
6487083|058|8
6512799|073|27
6227813|011|137
0694125|076|35
6519491|076|6,904
0030023|012|14
0032268|017|4
0018206|026|20
0704676|007|4,484
6487084|004|11
6512799|050|18
6498219|039|155
6504443|044|31
6489844|055|8
6524173|056|1,02
6477946|086|21
6488624|047|16
6505675|080|10
6495146|020|44
6505640|009|19
6363618|043|78
6528337|084|19
0041268|071|1
5228366|016|3,018
6529223|016|35
6509408|074|15
6408421|015|1,848
0064858|003|8
6520444|076|81
6460576|012|4
6408298|074|6,674
0041320|043|94
6504788|031|6
6493426|081|27
6022743|051|8
6041347|076|30
0449280|078|6,72
5079876|035|94
6497930|001|7
6514429|033|22
6514602|065|8
0020545|023|97
6517280|063|1,164
6524853|046|39
6527583|075|27
6498731|038|27
0041359|012|2,634
0626752|012|41
0063624|066|63
6510009|067|2
0005342|032|9
6460340|037|1,29
0627992|029|26
6487569|047|200
6494592|029|2,32
6523784|040|205
0436170|040|118
6527414|035|21
6500647|011|11
0017024|055|24
6074090|089|55
6475124|062|16
6527808|020|41
6520180|001|14
6531201|037|24
0027755|003|78
6473292|038|44
0020545|072|6
6241764|026|115
0020545|043|42
5288816|080|46
6475366|066|44
6527057|023|11
6454485|009|2
6498308|078|20
6505675|073|38
6529891|063|5
6495719|017|7
6526319|066|1,698
0017203|003|421
6499568|023|11
6489600|086|76
6476771|089|8
0016048|059|160
5260229|020|11,163
6520179|061|1,622
6493291|032|75
6521931|034|6
6502547|001|16
6464990|049|10
0627992|064|11
6514602|007|15
0006098|053|15
6408181|050|1,522
6504393|001|9
6496140|065|5
5155131|035|655
6510617|025|20
6227813|056|35
6498848|033|3
6528946|031|163
0041268|003|12
0014481|039|51
0004304|009|78,845
6447113|016|3,206
0041242|051|2,328
0030007|026|31
6492144|013|10
0027755|049|130
0065182|063|1,68
6305544|047|3
0017208|065|29
0027060|073|16
6162986|039|1,6
0065187|046|1,624
6494678|011|31
6375141|077|2
6529726|048|19
6507447|041|12
0627992|045|58
6408165|024|1,562
0041268|089|7
0626752|007|54
6484367|021|22
6489843|023|21
6388482|066|47
0564559|048|1,486
6490067|045|48,3
6531292|066|16
6529888|024|4
5119995|076|13
0018206|043|31
6473292|076|42
6478775|009|23
6509206|011|21
0014896|006|63
6529898|068|33
0442707|058|4,72
6457758|004|49
0426171|011|24
6494678|038|40
0021060|007|41
6520450|016|71
6530476|053|23
6482108|040|108
0022105|081|29
6041347|033|6
5260328|087|9,642
6484713|066|17
6497929|061|24
6500648|026|47
6509408|007|29
6524975|049|21,744
6153290|075|2,81
6486203|007|47
6447113|088|3,531
6510008|020|932
0034611|029|23
6509206|015|13
6509400|019|111
6504389|054|8
6509206|019|12
6528423|068|37
6498308|058|51
0004516|044|10,586
4933198|084|3,284
5155134|066|20
0041267|012|32
6494062|042|6
6522136|075|31
6369961|039|7,766
0042076|029|20
6514035|043|29
6504443|078|16
6521930|066|57
6527415|028|15
6527057|029|20
6505640|090|11
0021060|074|33
6519491|022|11,266
0442707|069|3,91
0449405|014|3,342
6369961|011|1,782
6496918|058|6
0061091|076|27
5155132|075|85
5228630|069|46
6476771|059|55
0041348|016|2,304
6527999|051|1132
6509408|066|18
6486203|012|86
6504788|034|35
6484712|086|23
0021060|051|2
6524975|080|96,892
0014631|037|274
0018119|026|39
0644658|040|35
6467177|055|17
5260104|023|7,017
6253595|002|24
6528174|080|19
5119995|029|9
6522495|062|23
6528337|080|16
6491432|002|4
6529898|080|8
0445726|021|5,058
0449280|028|14,313
0041491|059|9,797
6190318|043|10,848
0017203|015|1104
6521931|012|49
5278155|067|12
6502546|009|28
0041295|090|6,196
0041435|032|4,666
0441287|004|50
6478775|059|41
6518489|038|3,18
5184569|076|6
6529726|013|24
0018206|063|9
6527584|069|9
6493670|040|66
6489843|063|20
6503158|016|10
6523787|036|13
6312813|048|28
6510009|007|19
6527033|011|32
6524142|065|5
6474088|015|21
0417568|036|8,81
6474294|044|10
5165485|062|31
6485794|078|4
6496724|019|14
6447737|086|1,272
6505395|049|41
0064960|041|9
6513436|076|9
0022503|012|45
6447673|048|93
0017208|013|40
6495719|032|7
6528425|074|30
0029272|072|10
6525260|019|166
6489600|036|30
6035273|073|23
0027060|051|39
6484957|033|27
6490067|038|91
6498219|069|64
6493554|062|14
6227813|049|59
6517115|050|29
0447912|034|4,272
6458710|053|7
6408256|063|1,209
6527500|001|4
6525815|024|93
6510010|066|30
6522801|076|10
6531521|047|74
6520450|046|12
6531523|015|146
5165485|013|122
6266530|011|35
6523099|048|75
6515621|044|18
6478877|048|41
6408231|071|2,485
6529891|049|1
6482018|089|7
5207980|045|9
6520180|019|30
6484189|071|11
6266530|039|31
6504399|003|19
0611210|031|11
0627992|043|9
6504788|014|2
0029710|052|13
5107586|053|4,792
6523785|048|34
6474975|053|19
6514035|069|25
6485795|017|30
6523787|013|91
6495719|067|8
6451336|065|11
6502350|016|19
6458710|072|18
5074000|040|52
6504443|029|95
6375141|011|34
6492144|039|68
6474976|016|1
6502548|036|8
5074000|088|29
6488612|044|28
6496724|074|15
6484957|050|55
6490039|077|40
0041229|020|6,59
6484957|067|145
6519491|073|6,279
5163308|063|42
5226683|034|11
6521100|033|3
0442707|002|4,454
6524142|037|15
6296503|051|12
6524143|026|14
5074000|038|41
6529885|037|2,853
6511303|024|14
5123492|066|1,107
6502986|040|83
6458390|046|15,142
6451168|032|149
0062362|033|32
0478396|089|13
6375117|068|15
6488624|011|26
6523786|051|153
0649269|037|2,297
6512496|074|46
6520696|058|25
5208780|087|107
6486048|015|22
6507447|011|22
6375117|052|8
0014466|046|32
6522496|041|3
6498848|016|18
6527583|050|53
6527582|086|59
6505675|003|10
6512580|093|14
6528425|081|31
6375141|016|13
6509130|037|1
0042558|068|5,125
6520180|053|25
0041432|048|4,396
6531201|015|30
5155132|016|221
0005342|069|30
5155133|086|467
6522099|062|2,54
6474033|032|4
6507357|011|1,809
0022178|037|12
0041544|017|2,032
6509206|084|10
6513891|044|10
6485404|074|37
6502548|025|11
6513222|016|5
0022105|051|19
6493554|022|66
0004358|039|16,128
5209655|071|15
6408199|042|2,6
0004321|039|13,794
5136890|086|8,294
5112990|089|4,12
0445726|013|2,538
6529885|048|4,579
6507447|012|21
0571430|074|8,186
6375141|055|7
0062394|007|27
0020705|073|16
6490067|063|7
6493291|064|42
0030403|041|35
0571430|054|3,193
6524975|025|24,98
6510687|065|24
6528174|042|25
6520451|033|86
6527808|050|9
6498848|075|9
6521624|067|18
6320287|087|19
0038729|074|24
0015131|051|315
6482018|073|15
6485794|005|1
5110796|080|7,512
0063624|050|15
6369961|049|2,586
6496937|021|201
6493670|067|38
0445726|084|3,149
6531049|015|33
6530476|048|57
6504393|055|1
0650481|040|2,85
0042391|062|10
6486048|027|7
0016022|042|3
6512725|069|6
6489843|042|4
6526319|061|4,582
6495125|014|19
6181507|019|11
0041544|087|9,668
6527057|059|20
6474088|074|63
5184569|034|22
5128236|011|13
6484713|022|36
6520179|052|5,862
6408181|062|2,865
6523787|003|14
6314496|009|5,57
0029710|080|7
6408298|037|2,792
6266936|069|26
0064929|027|12
6528946|007|479
6504396|032|31
0027755|009|37
6521930|067|15
6524145|005|31
0511238|069|1,31
0016048|086|123
6478775|050|22
0041539|033|50
6479367|054|8
0041999|020|8,442
6516110|089|14
6470662|093|7
6482120|066|16
0042046|056|1,65
6504788|072|12
5165485|051|12
6524253|081|550
0611210|047|9
0458174|054|220
6253595|015|13
6512799|088|15
0627992|036|32
6484713|093|25
6408199|069|4,184
6460576|045|4
5184569|023|19
5079876|029|39
6525815|022|1722
5155125|050|15
6511303|040|64
0432401|025|2,606
6502546|004|44
5165485|047|15
0478297|038|2,524
6482120|040|32
6241764|037|22
6520123|049|35
6408215|047|3,793
0062394|067|9
0569012|055|36
6527583|093|226
6294805|036|17
5074604|089|7
6489844|051|13
6491432|015|35
6513436|043|36
6493290|005|39
0682799|024|43
0031443|025|11
0017206|084|198
0020705|019|21
6320287|046|5
6372362|026|69
6523784|015|35
6502547|002|18
5228630|012|12
6527808|037|12
6474976|049|30
6503631|036|99
6483080|090|2,937
6277479|034|31
6005953|007|6,456
6498877|076|21
6496140|093|11
6181507|046|6
5185988|034|22,828
6475124|052|22
0014631|003|20
6363618|020|88
0029710|077|31
0041493|066|11,958
0064858|059|2
6502526|013|118
6510617|002|50
6388482|069|55
6521624|066|7
6527057|069|8
0043080|039|3,16
0041999|090|6,235
6520446|074|343
6496140|047|25
6522496|017|24
6520180|014|47
6474976|025|18
0017024|042|107
6041347|061|17
0041348|043|2,364
0569012|090|31
6484713|003|15
0038729|038|35
0027904|006|2,244
6447679|032|23
6499257|039|57
0042391|046|19
6498842|055|10
6363618|005|15
0041353|067|12,644
0027060|044|14
6473292|024|35
0065188|066|2,416
5208780|007|29
6408306|025|6,632
6507447|063|22
0045030|044|63
6484189|058|8
6493291|066|59
6485795|028|30
0006098|081|95,71
6484246|075|15
6514641|042|27
0422634|032|15
0569012|003|31
6497929|068|19
6493290|054|20
5260328|089|5,871
0478396|026|6
0694125|061|36
6256796|037|11
6500648|062|198
6294805|088|9
6523786|084|21
6266530|058|20
6523785|022|123
0017203|087|272
6474976|033|14
0041539|037|150
6487570|038|100
0034611|071|10
6453483|025|4,758
6408231|043|4,692
5278155|035|1
0450585|053|8,088
6473039|056|17
6524143|003|13
0528505|024|21
0042046|024|16,21
0041294|042|1,65
6322747|029|1,37
6484713|055|4
6527415|054|19
6256796|032|36
6527976|090|51
6513891|064|108
6524975|024|3,278
6488625|088|8
0064960|027|16
0041242|009|16,326
0447870|069|82
0020705|004|18
0644658|028|25
6520446|023|201
0014631|050|61
6520444|062|57
0045030|076|34
6495964|040|1,105
5260104|076|4,174
0041543|043|6,584
6487765|013|1,134
6504396|053|7
6504788|021|23
0042048|042|1,974
6449492|003|38
0017205|011|48
0644658|036|36
5233283|080|61
6531445|004|17
6486564|047|23
6522099|080|3,132
6493554|005|32
6458710|039|8
0041320|042|72
0014481|090|18
0627992|073|22
6520450|050|29
6145361|059|3,212
6497930|026|12
6520180|028|25
0027060|033|30
6492144|066|120
0415737|062|3,475
0029272|089|7
6511302|006|15
0029710|045|12
6486048|026|30
6522498|066|23
6527583|003|36
6498848|011|17
6498848|006|19
6494678|068|39
6408231|002|2,933
6523082|025|12
6520185|046|1,88
0018206|087|29
6488624|035|59
0415422|041|16
4931432|034|21,297
5207980|017|33
0022178|067|30
5155133|076|1035
6527033|056|4
6485795|076|88
6512725|038|81
0017206|006|30
6502350|011|167
6348718|013|1
6520444|041|204
6512884|068|43
5155131|048|1726
0064500|048|51
0020545|004|30
6529726|040|38
6528491|006|6
0029710|027|17
6312813|087|30
0683888|003|11
6474088|038|31
6513222|053|23
6527584|046|32
0041359|029|1,24
0644658|034|44
6510617|089|1
6527033|043|16
0017208|054|17
6456641|080|7,144
0014481|011|8
6488624|043|29
6527584|064|7
6520444|074|142
6504324|040|2,356
6451168|046|52
6375117|035|18
6509408|064|6
6478877|031|7
6529223|046|44
6504511|061|18
6496188|055|9
5260245|019|3,24
0041544|021|10,402
0061091|063|21
0030171|053|4
0042238|037|59
0022178|075|16
6285233|093|2,05
0611210|063|18
5278155|055|6
0065188|093|1,212
6520445|006|6
0041274|058|1,024
5155205|068|1,53
6531201|007|7
6408256|022|14,48
6510010|020|90
6475123|086|12
0021060|050|17
6511302|080|9
6512884|016|66
6484957|002|1
6531523|048|102
6472813|036|23
6388482|048|71
6005953|036|2,408
5074000|075|16
6514035|067|10
5296892|047|13
0027953|053|1
6375141|069|75
5114517|066|12,394
6513222|089|19
6527413|063|25
6490039|013|10
6513222|039|36
6478775|066|22
6510687|032|26
6525815|033|85
6492143|061|120
0445726|011|1,538
6487084|071|14
0417568|069|7,199
6509205|040|52
6227813|035|40
6493290|009|140
5226683|065|6
4936241|043|7,645
0005342|062|20
6529726|002|39
5119995|066|16
6305544|014|5
6526319|073|5,072
0021060|036|9
5141619|054|2,9
6520450|073|73
6487084|064|14
6512580|029|14
0041294|022|12,668
6320287|050|9
0041546|056|20
6489844|093|4
6162986|012|1,3
6484189|035|5
6504788|005|15
0041538|031|70
6185268|062|30
6322747|022|2,05
0041542|061|1,464
6035273|024|5
6498848|003|13
6522498|074|22
0562744|016|8
6190318|076|4,42
6185268|050|9
0415737|002|6,502
6521931|071|19
6523080|027|14
5296892|029|19
6520180|076|98
6518178|042|26
6408207|036|1,966
5207980|034|45
0045030|024|31
6449492|080|116
5165485|026|12
5155125|062|22
6496724|020|85
6504788|003|18
6059893|068|9,6
6527999|074|471
6493290|033|89
6524171|022|1,094
6484367|044|46
0040039|090|28
6528945|087|496
6512799|052|20
6070601|078|1,894
6509205|052|18
6507447|076|28
6531523|034|131
6493290|071|53
6521100|090|1
6502539|069|60
6504511|069|70
6517115|090|26
0041544|026|13,535
6504457|075|4
0015131|004|36
6493554|069|16
6511304|066|77
6401921|068|8
6472813|080|35
0065185|009|2,206
6005953|081|8,65
5208772|075|53
6504393|056|4
6451336|034|19
5290572|047|2,912
6035273|076|9
6520123|090|24
6531298|029|373
6408231|053|6,246
6521100|051|122
6408231|074|4,786
0022503|044|88
6520444|037|71
6509206|055|12
6408306|043|6,686
5260104|006|4,2
6523787|022|160
0020563|051|4
0600361|020|4,51
6527976|074|37
0426171|047|44
6318695|034|72
0041539|042|130
6473039|047|8
0562744|069|19
0015131|053|87
0064500|047|10
6527412|048|16
6145361|066|9,33
6486203|087|55
0478396|055|13
6474294|033|8
6521624|055|14
6517115|046|31
6529898|059|18
6070601|014|1,36
6500645|034|7
6527583|071|101
6488624|038|44
6474088|071|13
6492143|056|240
0029272|014|11
6484713|004|10
6320287|027|25
0442707|080|3,302
6511303|038|110
0038729|022|48
0042048|088|3,94
6496724|037|1
0017205|009|48
6496139|061|23
6495719|046|38
6375141|081|79
6363618|012|31
6529241|020|4,741
6528919|056|6
0005756|062|4
6502176|037|23
6320261|064|38
6521905|059|4
6515622|040|146
0045030|068|27
0611210|054|20
6511303|075|11
6434237|012|17
6484713|061|14
6496140|004|12
5170261|020|1,814
6523787|016|37
6527976|059|4
0021060|006|4
5228630|058|12
0649269|076|5,246
0045030|012|62
0015166|023|23
6502547|026|7
0445726|042|11,831
6472813|045|41
0041353|080|3,15
6408207|031|8,208
0020545|013|110
0436170|021|18
6487570|031|99
6494680|080|46
6476771|027|12
5142385|044|1,65
6482120|022|37
0041544|044|25,1
6490067|056|21
6524334|036|9,075
5112990|027|4,694
0017195|046|77
6490067|002|50
6530396|081|3,16
6486564|076|31
0041432|034|21,63
6527415|031|7
6369961|015|2,537
4936241|078|3,252
0041543|036|6,21
0064340|020|225
5208780|058|28
0020545|045|111
6503158|020|122
0014896|004|31
0571430|007|7,151
6495125|064|43
0062394|086|7
6485794|072|50
6527414|044|58
6041347|011|56
6478775|078|23
6145361|050|2,29
6408173|044|4,024
5208780|067|38
6529891|056|3
6497287|086|11
6513171|080|1,38
6527033|021|8
6472813|001|7
6451168|002|56
6499568|005|8
6266530|055|14
6467177|016|34
0014631|014|62
6277479|049|38
6490039|023|27
6408215|019|1,96
6504399|071|3
6512725|087|32
6277479|076|16
6484246|033|5
6486048|036|102
0029710|075|4
6487084|013|26
6531523|024|136
5155134|053|7
6523082|024|15
6512655|072|1,578
5208772|033|40
6388482|042|19
5155131|087|359
6524142|011|23
6388482|003|25
0041267|066|21
6521905|035|14
6296503|050|7
0627992|016|13
6502548|075|24
6505640|051|28
0414442|087|1,596
6153290|034|3,908
0041435|040|10,946
6531523|061|133
0041242|090|2,452
0611210|075|15
0042046|017|4,784
6451168|053|57
0528505|009|27
6502350|073|102
6318695|051|19
6408306|069|1,908
6520446|040|184
6375117|006|8
5233283|040|46
5107586|005|4,52
0017205|015|147
0014481|084|14
0459115|077|8,36
0029272|017|17
5165485|038|69
6136337|038|5,502
6529888|015|6
6487084|069|5
0020545|055|24
0016048|014|541
0005756|045|14
0442707|038|14,31
6484712|036|16
6494680|047|9
6510687|009|24
0415737|056|1,1
6447113|081|1,988
6492053|020|18,654
6505675|061|19
6531292|088|9
0041432|033|22,991
6498848|014|10
6514035|020|85
6451168|029|110
6527500|064|49
6498848|089|16
5260104|039|30,926
6516982|038|25,707
6520446|073|350
6523080|014|29
0014466|020|116
6502548|053|29
6520754|063|160,13
5155124|009|16
6153290|051|2,55
6457982|059|18
6527057|048|12
6514641|080|13
6529726|062|10
6513171|093|1,455
0014481|071|18
6487084|093|26
6408165|074|34,562
6474088|033|44
6531201|034|63
0043080|038|3,88
6527415|042|25
6512884|003|22
0018206|062|18
6504403|023|29
0020563|049|27
6478877|005|7
6487083|078|8
0041542|063|2,05
6041347|093|29
6505259|047|38
0004376|020|6,466
0450585|062|2,635
6521931|006|31
6322747|050|1,58
6503721|016|8
6527583|013|20
6502350|064|19
0065190|076|1,553
5155134|035|28
6412142|037|15
6503721|033|4
0021060|029|11
6494680|071|24
0064499|081|46
6493290|046|67
6527808|012|16
6474976|031|9
0442707|088|2,438
5136890|032|6,243
6528423|031|18
6523784|090|45
6528423|062|12
6523099|063|54
0017203|050|257
6105878|081|1,367
6488625|075|15
0064246|036|23
6529726|034|2
6472813|031|14
0020563|017|9
0064246|032|245
6489600|075|29
6473039|089|5
6503618|037|22
6512580|068|6
6375141|046|15
6512884|072|2
6369961|043|2,69
6531446|016|10
0600361|002|3,167
6475366|038|113
6502986|074|21
0041435|012|17,5
0041242|044|11,338
6473039|053|12
6526319|031|1,65
6521905|055|14
6521518|034|11
6520696|002|3
6474976|017|7
6312813|009|37
6509945|093|1,914
5208780|046|17
0004351|020|7,116
6527976|080|89
6388482|014|33
0032268|058|12
6474976|050|47
6487569|046|100
0042046|009|7,33
6527582|005|52
